iter	Logloss
634	0.1237146238
635	0.123705664
636	0.1236846091
637	0.1236581725
638	0.1236338016
639	0.123602461
640	0.1235719394
641	0.1235329734
642	0.1235120339
643	0.1235033478
644	0.1234647544
645	0.1234135845
646	0.1233785034
647	0.1233539856
648	0.1233301325
649	0.1233039077
650	0.1232865545
651	0.1232589956
652	0.1232211022
653	0.1232022495
654	0.1231818151
655	0.1231623513
656	0.1231454846
657	0.1231250025
658	0.1231083417
659	0.1230812193
660	0.1230631122
661	0.123057985
662	0.123016037
663	0.1230021229
664	0.1229722101
665	0.1229522996
666	0.122911204
667	0.1228878126
668	0.1228758341
669	0.1228494007
670	0.1228243166
671	0.122803515
672	0.1227755293
673	0.1227448265
674	0.1227101459
675	0.1226861425
676	0.122655517
677	0.1226360813
678	0.1226080795
679	0.1225561801
680	0.122523936
681	0.1224905093
682	0.1224781876
683	0.1224479958
684	0.1223931816
685	0.1223674806
686	0.1223537904
687	0.1223371002
688	0.1223179369
689	0.1222941042
690	0.1222761905
691	0.1222338578
692	0.1222128643
693	0.1221922905
694	0.1221756383
695	0.1221518969
696	0.1221157417
697	0.1220938972
698	0.1220664714
699	0.1220486291
700	0.12203923
701	0.1219939575
702	0.1219665233
703	0.1219313907
704	0.1219113631
705	0.1219009185
706	0.1218683843
707	0.1218284746
708	0.1218068628
709	0.1217878539
710	0.1217709044
711	0.1217553586
712	0.1217452507
713	0.1217324215
714	0.1217046182
715	0.1217000345
716	0.1216667144
717	0.1216484927
718	0.1216253571
719	0.1216010166
720	0.1215877903
721	0.1215661117
722	0.1215287347
723	0.1215117596
724	0.1214938073
725	0.1214843989
726	0.1214594676
727	0.1214516008
728	0.1214291677
729	0.1214163251
730	0.1213623983
731	0.1213452571
732	0.1213128651
733	0.1213045983
734	0.1212879719
735	0.1212599457
736	0.1212134702
737	0.121173294
738	0.1211648801
739	0.1211403576
740	0.1211270341
741	0.1211089602
742	0.1210818407
743	0.1210655273
744	0.1210226171
745	0.1210086556
746	0.1209785124
747	0.1209553309
748	0.1209471948
749	0.1209284507
750	0.1209055884
751	0.1208822225
752	0.1208362724
753	0.1208154683
754	0.1207778239
755	0.1207574432
756	0.1207294771
757	0.1207189002
758	0.1206821716
759	0.1206485469
760	0.1206079755
761	0.1205913031
762	0.1205579035
763	0.1205494265
764	0.1205422118
765	0.1205182606
766	0.1204949806
767	0.1204728637
768	0.1204532061
769	0.1204233992
770	0.1203788499
771	0.1203675912
772	0.1203371943
773	0.1203152539
774	0.1202896615
775	0.1202633899
776	0.1202552463
777	0.1202230519
778	0.1202039765
779	0.1201875319
780	0.1201713668
781	0.1201491317
782	0.1201314355
783	0.1201136806
784	0.1201009673
785	0.1200861036
786	0.1200671507
787	0.1200566376
788	0.1200121885
789	0.1199862233
790	0.1199605268
791	0.1199433149
792	0.1199324588
793	0.1199164109
794	0.1199095245
795	0.1198874219
796	0.1198690707
797	0.119819963
798	0.1197963098
799	0.1197764439
800	0.1197603072
801	0.1197469718
802	0.119719939
803	0.1196963488
804	0.1196812767
805	0.1196597545
806	0.1196442945
807	0.119629994
808	0.1196081122
809	0.119596221
810	0.1195802547
811	0.1195711029
812	0.1195503541
813	0.1195295549
814	0.1195009277
815	0.1194717335
816	0.1194189671
817	0.1194081138
818	0.1193872547
819	0.1193560117
820	0.119327103
821	0.1193169157
822	0.1193101254
823	0.1192723665
824	0.1192604283
825	0.1192431344
826	0.1192192763
827	0.1192124461
828	0.1191984634
829	0.1191813901
830	0.1191661755
831	0.1191476947
832	0.1191396243
833	0.1191343519
834	0.1191234482
835	0.1191172827
836	0.1191097465
837	0.1190906889
838	0.1190835811
839	0.1190537653
840	0.1190173226
841	0.1189931472
842	0.1189510004
843	0.118931761
844	0.1189134144
845	0.118879881
846	0.1188621187
847	0.1188443584
848	0.1188136309
849	0.1187885202
850	0.1187462016
851	0.1187328483
852	0.1187047089
853	0.1186781707
854	0.1186614861
855	0.1186084577
856	0.1185427652
857	0.1185112975
858	0.1185010286
859	0.118473054
860	0.1184549277
861	0.1184261887
862	0.1184009201
863	0.1183736085
864	0.118354492
865	0.1183387741
866	0.1183256492
867	0.1183014356
868	0.1182569136
869	0.118222621
870	0.1181976735
871	0.1181930341
872	0.1181706653
873	0.11815268
874	0.1181252811
875	0.1181082888
876	0.1180802318
877	0.1180321771
878	0.118020983
879	0.1180068698
880	0.1179778679
881	0.1179557236
882	0.1179275539
883	0.117908317
884	0.1178849207
885	0.1178674016
886	0.1178494458
887	0.1178349263
888	0.1178147294
889	0.1177851595
890	0.1177683153
891	0.1177640714
892	0.1177307506
893	0.11771987
894	0.1177030174
895	0.1176863821
896	0.1176704159
897	0.1176671342
898	0.1176485207
899	0.1176324616
900	0.1175998805
901	0.117588191
902	0.1175533665
903	0.1175359451
904	0.1175196825
905	0.1174727519
906	0.1174531305
907	0.1174252576
908	0.1173671824
909	0.1173379208
910	0.1173164093
911	0.1173011443
912	0.1172713453
913	0.1172335069
914	0.1172151965
915	0.117195705
916	0.117189858
917	0.1171651902
918	0.1171334435
919	0.1171204958
920	0.1170944576
921	0.1170765686
922	0.1170598491
923	0.1170428624
924	0.1170160974
925	0.1169980251
926	0.1169753734
927	0.11695307
928	0.1169332526
929	0.1168873057
930	0.1168658838
931	0.1168521932
932	0.1168344387
933	0.1168097849
934	0.1167855327
935	0.1167576309
936	0.1167374402
937	0.1166954711
938	0.116670519
939	0.1166602485
940	0.1166557237
941	0.1166062406
942	0.1165918623
943	0.1165634357
944	0.1165469471
945	0.1165317683
946	0.1165158638
947	0.1165001378
948	0.1164923962
949	0.1164733895
950	0.1164359761
951	0.116405015
952	0.1163760291
953	0.1163732801
954	0.1163665108
955	0.1163406759
956	0.1163280098
957	0.116291481
958	0.1162751295
959	0.1162482648
960	0.1162319354
961	0.1162211053
962	0.1161967191
963	0.1161704377
964	0.1161547131
965	0.116144816
966	0.116127617
967	0.1161155125
968	0.1160906075
969	0.1160670605
970	0.1160537262
971	0.1160328466
972	0.1160151391
973	0.1159950846
974	0.115979837
975	0.1159486584
976	0.1159254084
977	0.1159107177
978	0.1158968201
979	0.1158744206
980	0.1158555327
981	0.1158366492
982	0.1158229852
983	0.1157957135
984	0.115743802
985	0.1157300192
986	0.1157126843
987	0.1157038515
988	0.1156844222
989	0.1156404666
990	0.1155970122
991	0.1155741321
992	0.1155616358
993	0.1155444708
994	0.1155329019
995	0.1155185061
996	0.1155158994
997	0.1154938703
998	0.1154572807
999	0.1154429023
